id,name,ms_id,distance,time_minute,ton_price,created_at,updated_at,km_fact,найдено,locality,region,type,population,coords,source,sourceID,route
618,Новополье 85 км Бахчисарайский,a65f8bd5-5c8e-11ea-0a80-052c001d8bbd,85,102,,2024-03-04 20:23:31,2024-03-04 20:23:31,0,да,Новополье,Бахчисарайский,село,313,"44.5727451,33.9087689",geocode,,44.4
619,Новорыбацкое 101 км Красноперекопск,a65f8edb-5c8e-11ea-0a80-052c001d8bbe,101,122,,2024-03-04 20:23:31,2024-03-04 20:23:31,0,да,Новорыбацкое,Красноперекопский,село,105,"45.9241873,33.7728081",geocode,,111.47
620,Новосёловка 130 км Советский,a65f9291-5c8e-11ea-0a80-052c001d8bbf,130,156,,2024-03-04 20:23:31,2024-03-04 20:23:31,0,да,Новосёловка,Советский,село,14,"45.2670536,34.9680248",geocode,,76.76
621,Новосёловка 192 км Ленинский,a65f9588-5c8e-11ea-0a80-052c001d8bc0,192,231,,2024-03-04 20:23:31,2024-03-04 20:23:31,0,да,Новосёловка,Ленинский,село,29,"45.2479137,36.0966752",geocode,,160.18
622,Новосёловка 49 км Симферопольский,a65f9818-5c8e-11ea-0a80-052c001d8bc1,27,33,,2024-03-04 20:23:31,2024-03-04 20:23:31,0,да,Новосёловка,Симферопольский,село,1468,"44.992256,33.835236",yandex,177108,21.42
623,Новосёловское 79 км Раздольненский,a65f9aa2-5c8e-11ea-0a80-052c001d8bc2,79,95,,2024-03-04 20:23:31,2024-03-04 20:23:31,0,да,Новосёловское,Раздольненский,пгт,3179,"45.441837,33.598976",yandex,28116,67.49
624,Новосельское 136 км Черноморский,a65f9daa-5c8e-11ea-0a80-052c001d8bc3,136,164,,2024-03-04 20:23:31,2024-03-04 20:23:31,0,да,Новосельское,Черноморский,село,2424,"45.502808,32.722698",yandex,177278,124.25
625,Новосельцево 87 км Джанкойский,a65fa084-5c8e-11ea-0a80-052c001d8bc4,87,105,,2024-03-04 20:23:31,2024-03-04 20:23:31,0,да,Новосельцево,Джанкойский,село,433,"45.5835406,34.67058",geocode,,83.55
626,Новосельцы 62 км Красногвардейский,a65fa406-5c8e-11ea-0a80-052c001d8bc5,62,75,,2024-03-04 20:23:31,2024-03-04 20:23:31,0,да,Новосельцы,Красногвардейский,село,269,"45.4799513,34.4289501",geocode,,64.48
627,Новостепное 70 км Джанкойский,a65fa725-5c8e-11ea-0a80-052c001d8bc6,70,84,,2024-03-04 20:23:31,2024-03-04 20:23:31,0,да,Новостепное,Джанкойский,село,1523,"45.662495,34.388084",yandex,216284,82.54
628,Новоульяновка 134 км Черноморский,a65faa1f-5c8e-11ea-0a80-052c001d8bc7,134,161,,2024-03-04 20:23:31,2024-03-04 20:23:31,0,да,Новоульяновка,Черноморский,село,239,"45.5805311,32.9419918",geocode,,114.71
629,Новоульяновка 80 км Бахчисарайский,a65fae8a-5c8e-11ea-0a80-052c001d8bc8,80,96,,2024-03-04 20:23:31,2024-03-04 20:23:31,0,да,Новоульяновка,Бахчисарайский,село,343,"44.6074045,33.8655396",geocode,,42.18
630,Новофёдоровка 91 км Джанкойский,a65fb195-5c8e-11ea-0a80-052c001d8bc9,91,110,,2024-03-04 20:23:31,2024-03-04 20:23:31,0,да,Новофёдоровка,Джанкойский,село,165,"45.6667273,34.6389105",geocode,,90.3
631,Новофёдоровка 127 км Кировский,a65fb458-5c8e-11ea-0a80-052c001d8bca,127,153,,2024-03-04 20:23:31,2024-03-04 20:23:31,0,да,Новофёдоровка,Кировский,село,54,"45.2913206,35.0593451",geocode,,84.35
632,Новофёдоровка 48 км Сакский,a65fb712-5c8e-11ea-0a80-052c001d8bcb,48,58,,2024-03-04 20:23:31,2024-03-04 20:23:31,0,да,Новофёдоровка,Сакский,пгт,5456,"45.094288,33.575153",yandex,177075,44.35
633,Новоэстония 55 км Красногвардейский,a65fb9e9-5c8e-11ea-0a80-052c001d8bcc,55,66,,2024-03-04 20:23:31,2024-03-04 20:23:31,0,да,Новоэстония,Красногвардейский,село,1027,"45.499298,34.244347",yandex,216329,62.3
634,Новый Мир 15 км Симферопольский,a65fbc65-5c8e-11ea-0a80-052c001d8bcd,15,18,,2024-03-04 20:23:31,2024-03-04 20:23:31,0,да,Новый,Мир симферопольский,село,421,"45.0579124,33.9347059",geocode,,17.84
635,Новый Мир 130 км Советский,a65fbf01-5c8e-11ea-0a80-052c001d8bce,130,156,,2024-03-04 20:23:31,2024-03-04 20:23:31,0,да,Новый,Мир советский,село,557,"45.2792285,34.8712121",geocode,,70.8
636,Новый Сад 6 км Симферопольский,a65fc11a-5c8e-11ea-0a80-052c001d8bcf,6,8,,2024-03-04 20:23:32,2024-03-04 20:23:32,0,да,Новый,Сад симферопольский,село,386,"45.1474577,33.9988827",geocode,,23.54
637,Новый Свет 128 км Судак,a65fc3a0-5c8e-11ea-0a80-052c001d8bd0,128,154,,2024-03-04 20:23:32,2024-03-04 20:23:32,0,да,Новый,Свет судак,пгт,1248,"44.8300115,34.9118174",geocode,,65.26
638,Обрыв 33 км Симферопольский,a65fc696-5c8e-11ea-0a80-052c001d8bd1,33,40,,2024-03-04 20:23:32,2024-03-04 20:23:32,0,да,Обрыв,Симферопольский,село,80,"45.1093446,34.0078002",geocode,,19.33
639,Овощное 87 км Джанкойский,a65fc844-5c8e-11ea-0a80-052c001d8bd2,87,105,,2024-03-04 20:23:32,2024-03-04 20:23:32,0,да,Овощное,Джанкойский,село,751,"45.7586959,34.3399058",geocode,,92.03
640,Овражки 64 км Белогорский,a65fc98b-5c8e-11ea-0a80-052c001d8bd3,64,77,,2024-03-04 20:23:32,2024-03-04 20:23:32,0,да,Овражки,Белогорский,село,36,"44.9698604,34.4167925",geocode,,25.01
641,Овражное 86 км Раздольненский,a65fcad2-5c8e-11ea-0a80-052c001d8bd4,86,104,,2024-03-04 20:23:33,2024-03-04 20:23:33,0,да,Овражное,Раздольненский,село,102,"45.5406662,33.5236968",geocode,,79.85
642,Огневое 86 км Сакский,a65fcc0c-5c8e-11ea-0a80-052c001d8bd5,86,104,,2024-03-04 20:23:33,2024-03-04 20:23:33,0,да,Огневое,Сакский,село,161,"45.3802987,33.4393249",geocode,,70.66
643,Огни 122 км Раздольненский,a65fcd74-5c8e-11ea-0a80-052c001d8bd6,122,147,,2024-03-04 20:23:33,2024-03-04 20:23:33,0,да,Огни,Раздольненский,село,536,"45.7661823,33.3871108",geocode,,106.65
644,Огоньки 229 км Ленинский,a65fcefe-5c8e-11ea-0a80-052c001d8bd7,229,275,,2024-03-04 20:23:33,2024-03-04 20:23:33,0,да,Огоньки,Ленинский,село,96,"45.1928569,36.3273835",dadata,,176.96
645,Огородное 105 км Раздольненский,a65fd073-5c8e-11ea-0a80-052c001d8bd8,105,126,,2024-03-04 20:23:33,2024-03-04 20:23:33,0,да,Огородное,Раздольненский,село,140,"45.7580776,33.7026504",geocode,,95.25
646,Озерки 88 км Джанкойский,a65fd1c8-5c8e-11ea-0a80-052c001d8bd9,88,106,,2024-03-04 20:23:33,2024-03-04 20:23:33,0,да,Озерки,Джанкойский,село,321,"45.698081,34.5401816",geocode,,90.18
647,Озёрное 69 км Джанкойский,a65fd34b-5c8e-11ea-0a80-052c001d8bda,69,83,,2024-03-04 20:23:33,2024-03-04 20:23:33,0,да,Озёрное,Джанкойский,село,44,"45.6515443,34.3854259",geocode,,81.31
648,Озёровка 121 км Черноморский,a65fd5d4-5c8e-11ea-0a80-052c001d8bdb,121,146,,2024-03-04 20:23:33,2024-03-04 20:23:33,0,да,Озёровка,Черноморский,посёлок,8,"45.362394,32.9793678",geocode,,99.22
649,Октябрь 81 км Джанкойский,a65fd884-5c8e-11ea-0a80-052c001d8bdc,81,98,,2024-03-04 20:23:33,2024-03-04 20:23:33,0,да,Октябрь,Джанкойский,село,923,"45.6335085,34.5528711",geocode,,84.01
650,Октябрьское 87 км Первомайский,a65fd9ef-5c8e-11ea-0a80-052c001d8bdd,87,105,,2024-03-04 20:23:33,2024-03-04 20:23:33,0,да,Октябрьское,Первомайский,село,1192,"45.655296,33.948315",yandex,28196,79.5
651,Октябрьское 117 км Советский,a65fdc9a-5c8e-11ea-0a80-052c001d8bde,117,141,,2024-03-04 20:23:33,2024-03-04 20:23:33,0,да,Октябрьское,Советский,село,557,"45.399277,34.909691",yandex,28197,80.86
652,Октябрьское 221 км Ленинский,a65fe723-5c8e-11ea-0a80-052c001d8bdf,221,266,,2024-03-04 20:23:33,2024-03-04 20:23:33,0,да,Октябрьское,Ленинский,село,1323,"45.363041,36.367756",yandex,28195,183.65
653,Октябрьское 25 км Красногвардейский,a65feb05-5c8e-11ea-0a80-052c001d8be0,25,30,,2024-03-04 20:23:34,2024-03-04 20:23:34,0,да,Октябрьское,Красногвардейский,пгт,10.638,"45.292347,34.131912",yandex,28194,38.34
654,Окунёвка 138 км Черноморский,a65fee64-5c8e-11ea-0a80-052c001d8be1,138,166,,2024-03-04 20:23:34,2024-03-04 20:23:34,0,да,Окунёвка,Черноморский,село,522,"45.368713,32.761902",yandex,28198,114.87
655,Оленевка 160 км Черноморский,a65ff02d-5c8e-11ea-0a80-052c001d8be2,160,192,,2024-03-04 20:23:34,2024-03-04 20:23:34,0,да,Оленевка,Черноморский,село,1441,"45.377502,32.531895",yandex,28201,131.89
656,Олива 128 км Ялта,a65ff2b3-5c8e-11ea-0a80-052c001d8be3,128,154,,2024-03-04 20:23:34,2024-03-04 20:23:34,0,да,Олива,Ялта,посёлок,316,"44.4909462,34.1532686",geocode,,51.01
657,Оползневое 136 км Ялта,a65ff543-5c8e-11ea-0a80-052c001d8be4,136,164,,2024-03-04 20:23:34,2024-03-04 20:23:34,0,да,Оползневое,Ялта,село,401,"44.4101233,33.9430269",geocode,,61.11
658,Опушки 41 км Симферопольский,a65ff6c2-5c8e-11ea-0a80-052c001d8be5,41,50,,2024-03-04 20:23:34,2024-03-04 20:23:34,0,да,Опушки,Симферопольский,село,86,"44.9519921,34.2881988",geocode,,14.79
659,Опытное 91 км Белогорский,a65ff86b-5c8e-11ea-0a80-052c001d8be6,91,110,,2024-03-04 20:23:34,2024-03-04 20:23:34,0,да,Опытное,Белогорский,село,64,"44.9972897,34.9021476",geocode,,63.3
660,Орденоносное 88 км Джанкойский,a65ffa23-5c8e-11ea-0a80-052c001d8be7,88,106,,2024-03-04 20:23:34,2024-03-04 20:23:34,0,да,Орденоносное,Джанкойский,село,84,"45.7313194,34.3025134",geocode,,88.49
661,Орджоникидзе 138 км Феодосия,a65ffba2-5c8e-11ea-0a80-052c001d8be8,138,166,,2024-03-04 20:23:34,2024-03-04 20:23:34,0,да,Орджоникидзе,Феодосия,пгт,2572,"44.96168,35.3589516",geocode,,99.04
662,Ореанда 110 км Ялта,a65ffcec-5c8e-11ea-0a80-052c001d8be9,110,132,,2024-03-04 20:23:34,2024-03-04 20:23:34,0,да,Ореанда,Ялта,пгт,837,"44.4545291,34.1359166",geocode,,54.96
663,Ореховка 121 км Кировский,a65ffe2e-5c8e-11ea-0a80-052c001d8bea,121,146,,2024-03-04 20:23:34,2024-03-04 20:23:34,0,да,Ореховка,Кировский,село,318,"45.8060701,28.9009312",geocode,,417.02
664,Орехово 42 км Сакский,a65fff6b-5c8e-11ea-0a80-052c001d8beb,42,51,,2024-03-04 20:23:34,2024-03-04 20:23:34,0,да,Орехово,Сакский,село,3049,"45.131062,33.632690",yandex,177076,41.99
665,Орловка 110 км Раздольненский,a6600097-5c8e-11ea-0a80-052c001d8bec,110,132,,2024-03-04 20:23:34,2024-03-04 20:23:34,0,да,Орловка,Раздольненский,село,787,"45.6692769,33.3749877",geocode,,98.2
666,Орловка 51 км Красногвардейский,a6600293-5c8e-11ea-0a80-052c001d8bed,51,62,,2024-03-04 20:23:34,2024-03-04 20:23:34,0,да,Орловка,Красногвардейский,село,53,"45.2502474,34.4790911",geocode,,44.84
667,Орловское 89 км Красноперекопский,a6600547-5c8e-11ea-0a80-052c001d8bee,89,107,,2024-03-04 20:23:34,2024-03-04 20:23:34,0,да,Орловское,Красноперекопский,село,1014,"45.812420,33.973907",yandex,176679,96.59
668,Орлянка 58 км Сакский,a6600809-5c8e-11ea-0a80-052c001d8bef,58,70,,2024-03-04 20:23:34,2024-03-04 20:23:34,0,да,Орлянка,Сакский,село,521,"45.2372364,33.5632092",geocode,,53.01
669,Осовины 236 км Ленинский,a6600a4c-5c8e-11ea-0a80-052c001d8bf0,236,284,,2024-03-04 20:23:34,2024-03-04 20:23:34,0,да,Осовины,Ленинский,село,235,"45.4301637,36.5922311",geocode,,202.46
670,Останино 181 км Ленинский,a6600d10-5c8e-11ea-0a80-052c001d8bf1,181,218,,2024-03-04 20:23:34,2024-03-04 20:23:34,0,да,Останино,Ленинский,село,1327,"45.328030,35.912518",yandex,29275,148.26
671,Островское 115 км Первомайский,a6600fa4-5c8e-11ea-0a80-052c001d8bf2,115,138,,2024-03-04 20:23:35,2024-03-04 20:23:35,0,да,Островское,Первомайский,село,1123,"45.741467,34.065125",yandex,177009,88.23
672,Островское 83 км Джанкойский,a66011d9-5c8e-11ea-0a80-052c001d8bf3,83,100,,2024-03-04 20:23:35,2024-03-04 20:23:35,0,да,Островское,Джанкойский,село,126,"45.7699257,34.422574",geocode,,94.76
673,Отважное 120 км Кировский,a6601487-5c8e-11ea-0a80-052c001d8bf4,120,144,,2024-03-04 20:23:35,2024-03-04 20:23:35,0,да,Отважное,Кировский,село,486,"45.033188,35.215015",yandex,132134,88.15
674,Открытое 46 км Первомайский,a660168b-5c8e-11ea-0a80-052c001d8bf5,46,56,,2024-03-04 20:23:35,2024-03-04 20:23:35,0,да,Открытое,Первомайский,село,191,"45.4330595,33.8352589",dadata,,57.77
675,Отрадное 64 км Бахчисарайский,a66018b5-5c8e-11ea-0a80-052c001d8bf6,64,77,,2024-03-04 20:23:35,2024-03-04 20:23:35,0,да,Отрадное,Бахчисарайский,село,826,"44.860756,33.733078",yandex,28227,30.51
676,Отрадное 68 км Джанкойский,a6601ae7-5c8e-11ea-0a80-052c001d8bf7,68,82,,2024-03-04 20:23:35,2024-03-04 20:23:35,0,да,Отрадное,Джанкойский,село,86,"45.6065935,34.3392333",geocode,,75.54
677,Отрадное 103 км Ялта,a6601da6-5c8e-11ea-0a80-052c001d8bf8,103,124,,2024-03-04 20:23:35,2024-03-04 20:23:35,0,да,Отрадное,Ялта,пгт,730,"44.5057623,34.2146208",geocode,,50.02
678,Охотниково 56 км Сакский,a6602011-5c8e-11ea-0a80-052c001d8bf9,56,68,,2024-03-04 20:23:35,2024-03-04 20:23:35,0,да,Охотниково,Сакский,село,1550,"45.239365,33.594044",yandex,29274,51.25
679,Охотничье 113 км Ялта,a6602318-5c8e-11ea-0a80-052c001d8bfa,113,136,,2024-03-04 20:23:35,2024-03-04 20:23:35,0,да,Охотничье,Ялта,посёлок,15,"44.4766267,34.0696773",geocode,,52.49
680,Охотское 107 км Нижнегорский,a66025a5-5c8e-11ea-0a80-052c001d8bfb,107,129,,2024-03-04 20:23:35,2024-03-04 20:23:35,0,да,Охотское,Нижнегорский,село,1328,"45.486004,34.864338",yandex,28229,84.59
681,Павловка 104 км Джанкойский,a6602735-5c8e-11ea-0a80-052c001d8bfc,104,125,,2024-03-04 20:23:36,2024-03-04 20:23:36,0,да,Павловка,Джанкойский,село,354,"45.7458456,34.1575974",geocode,,88.79
682,Павловка 82 км Белогорский,a6602943-5c8e-11ea-0a80-052c001d8bfd,82,99,,2024-03-04 20:23:36,2024-03-04 20:23:36,0,да,Павловка,Белогорский,село,590,"45.180408,34.712372",yandex,216118,54.56
683,Панфиловка 61 км Первомайский,a6602ae5-5c8e-11ea-0a80-052c001d8bfe,61,74,,2024-03-04 20:23:36,2024-03-04 20:23:36,0,да,Панфиловка,Первомайский,село,135,"45.4990201,33.7365597",geocode,,67.54
684,Парковое 132 км Ялта,a6602c31-5c8e-11ea-0a80-052c001d8bff,132,159,,2024-03-04 20:23:36,2024-03-04 20:23:36,0,да,Парковое,Ялта,пгт,410,"44.4909462,34.1532686",geocode,,51.01
685,Партенит 90 км Алушта,a6602e23-5c8e-11ea-0a80-052c001d8c00,90,108,,2024-03-04 20:23:36,2024-03-04 20:23:36,0,да,Партенит,Алушта,пгт,6193,"44.5765376,34.343153",geocode,,45.55
